Actebis_SKU	Mfr_SKU	Mfr_Name	Product_Group	Product_Text	Product_Description	Price	Stock_Qty	Stock_Date	Barcode	TaxKey
1848887	CML8GX3M2A1866C9B	Corsair	Memory - Desktop - DDR3-1800	CORSAIR DDR3 1866MHz 8GB 2x4GB	CORSAIR DDR3 1866MHz 8GB 2x2GB Dimm Unbuffered 9-10-9-27 Vengeance Blue Low Profile Heatspreader Core i7 / i5  Dual and Quad	413,50	0	09-09-16	0843591025430	
1858333	CML8GX3M2A2133C11B	Corsair	Memory - Desktop - DDR3-2133	CORSAIR DDR3 2133MHz 8GB Kit 2x4GB	CORSAIR DDR3 2133MHz 8GB Kit 2x4GB 240 Dimm Unbuffered 11-11-11-27 Vengeance Low Blue Profile HeatspreaderBlackPCB 1.5V	457,30	0	09-09-16	0843591025447	
1858335	CMZ64GX3M8A1600C9	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3 1600MHz 64GB Kit 8x8GB	CORSAIR DDR3 1600MHz 64GB Kit 8x8GB 240 Dimm Unbuffered 9-9-9-24 Vengeance Heatspreader Core i7 Core i5 - Quad  Channel 1.5V	2828,08	0	09-09-16	0843591024990	
1859441	CP-9020008-EU	Corsair	Chassis - Options - Powersupply	CORSAIR Platinum Series Gold AX1200	CORSAIR Professional Series Gold AX1200i Digital ATX Power Supply Digital Signal Processor which improves overall system stability	3090,89	11	15-11-16	0843591015738	
1863892	CP-9020015-EU	Corsair	Chassis - Options - Powersupply	CORSAIR Builder Series CX 750 Watt	CORSAIR Builder Series CX 750 Watt ATX EPS12V PS/2 Power Supply EU Version 80 PLUS Bronze certified	828,90	4	06-09-16	0843591020152	
1863897	CMX4GX3M1A1600C11	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3 1600Mhz 4GB 1x4GB	CORSAIR DDR3 1333MHz 1600MHz 4GB 1x4GB 240 DIMM Unbuffered 9-9-9-24 XMS3 with Classic Heat Spreader - Dual Channel	185,00	0	06-09-16	0843591029094	
1863898	CMX8GX3M2A1600C11	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3 8GB Kit 2x4GB  1600Mhz	CORSAIR DDR3 1600MHz 8GB 2x4GB 240 DIMM Unbuffered11-11-11-30 1.5V XMS3 with Classic Heat Spreader Core i7 Core i5	370,30	0	12-09-16	0843591025485	
1865278	CMD16GX3M2A1866C10	Corsair	Memory - Desktop - DDR3-1800	CORSAIR DDR3 1866Mhz 16GB Kit 4x8GB Domi	CORSAIR DDR3 1866MHz 16GB Kit 2x8GB DIMM Unbuffered 10-11-10-30 DOMINATOR Platinum 1.5V Polished Aluminum	979,20	0	09-09-16	0843591029667	
1865280	CMD32GX3M4A1866C10	Corsair	Memory - Desktop - DDR3-1800	CORSAIR DDR3 1866Mhz 32GB Kit 4x8GB Domi	CORSAIR DDR3 1866MHz 32GB Kit 4x 8GB DIMM Unbuffered 10-11-10-30 DOMINATOR Platinum 1.5V Polished Aluminum	1958,00	0	09-09-16	0843591025232	
1865282	CMX8GX3M1A1600C11	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3 2133Mhz 8GB Kit 2x4GB Venge	CORSAIR DDR3 2133MHz 8GB Kit 2x4GB 240 Dimm Unbuffered 11-11-11-27 Vengeance Blue Heatspreader BlackPCB 1.5V	340,30	0	09-09-16	0843591014649	
1865286	CMD32GX3M4A1600C9	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3 1600Mhz 32GB Kit 4x8GB Dom	CORSAIR DDR3 1600MHz 32GB 4x8GB DIMM Unbuffered 9-9-9-24 DOMINATOR Platinum 1.5V	1958,00	0	09-09-16	0843591024884	
1869210	CSSD-BRKT1	Corsair	Solid-State Drive - Consumer - Options	CORSAIR 2,5" to 3,5" SSD Bracket	CORSAIR 2,5" to 3,5" SSD Bracket	34,70	20	01-09-16	0843591007825	
1871663	CMV4GX3M1A1600C11	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3 1600Mhz 4GB	CORSAIR DDR3 1600MHz 4GB 1X240 DIMM Unbuffered	174,20	0	09-09-16	0843591034098	
1871664	CMV8GX3M2A1600C11	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3 1600Mhz 8GB Kit 2x4GB	CORSAIR DDR3 1600MHz 8GB Kit 2X4GB 240 DIMM Unbuffered	348,60	0	09-09-16	0843591034111	
1871899	CP-9020047-EU	Corsair	Chassis - Options - Powersupply	CORSAIR Builder Series CX 500 Watt 80+	CORSAIR Builder Series CX 80+ Bronze 500 Watt ATX EPS12V PS/2 Power Supply EU Version	555,12	20	15-11-16	0843591029360	
1872030	CP-9020048-EU	Corsair	Chassis - Options - Powersupply	CORSAIR Builder Series CX 600 Watt 80+	CORSAIR Builder Series CX 80+ Bronze 600 Watt ATX EPS12V PS/2 Power Supply EU Version	652,03	33	12-12-16	0843591029421	
1872478	CMSA16GX3M2A1600C11	Corsair	Memory - Notebook - DDR3-1600	CORSAIR DDR3 1600Mhz 16GB 2x8GB Sodimm	CORSAIR DDR3 1600MHz 16GB 2x204 SODIMM Apple Qualified Unbuffered	674,80	0	02-09-16	0843591029681	
1872479	CMSA8GX3M1A1600C11	Corsair	Memory - Notebook - DDR3-1600	CORSAIR DDR3 1600Mhz 1x8GB Sodimm	CORSAIR DDR3 1600MHz 8GB 1x204 SODIMM Apple Qualified Unbuffered	337,60	5	06-09-16	0843591032940	
1876214	CP-9020046-EU	Corsair	Chassis - Options - Powersupply	CORSAIR Builder Series CX 80+ Bronze 430	CORSAIR Builder Series CX 80+ Bronze 430 Watt ATX EPS12V PS/2 Power Supply EU Version	429,38	17	15-11-16	0843591029308	
1878820	CML16GX3M2A1600C10B	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3 1600Mhz 16Gb Kit 2x8GB	CORSAIR DDR3 1600MHz 16GB Kit 2x8GB 240 Dimm Unbuffered 10-10-10-27 with Vengeance Blue Low Profile Heat Spreader Core i7 / i5 1.5V	691,00	0	09-09-16	0843591036122	
1878821	CML32GX3M4A1600C10B	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3 1600Mhz 32Gb Kit 4x8GB	CORSAIR DDR3 1600MHz 32GB Kit  4x8GB 240 Dimm Unbuffered 10-10-10-27 with Vengeance Blue Low Profile Heat Spreader Core i7 / i5 1.5V	1382,00	0	09-09-16	0843591036092	
1878822	CML8GX3M1A1600C10B	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3 1600Mhz 8Gb	CORSAIR DDR3 1600MHz 8GB 1x240 Dimm Unbuffered 10-10-10-27 with Vengeance Blue Low Profile Heat Spreader Core i7 / i5 1.5V Blauw	345,70	0	06-09-16	0843591036085	
1878823	CMSO16GX3M2A1600C11	Corsair	Memory - Notebook - DDR3-1600	CORSAIR DDR3 1600Mhz 16GB Kit 2x8GB Sodi	CORSAIR DDR3 1600MHZ 16GB 2x8GB 204 SODIMM Unbuffered	658,60	0	07-09-16	0843591032957	
1878824	CMSO8GX3M1A1600C11	Corsair	Memory - Notebook - DDR3-1600	CORSAIR DDR3 1600Mhz 8GB Sodimm	CORSAIR DDR3 1600MHZ 8GB 1x204 SODIMM Unbuffered	329,50	0	07-09-16	0843591032971	
1878825	CMV16GX3M2A1600C11	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3 1600Mhz 16GB Kit 2x8GB	CORSAIR DDR3 1600MHz 16GB Kit 2X8GB 240 DIMM Unbuffered	658,60	0	09-09-16	0843591036078	
1878826	CMV8GX3M1A1600C11	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3 1600Mhz 8GB	CORSAIR DDR3 1600MHz 8GB 1X8GB 240 DIMM Unbuffered	329,50	0	09-09-16	0843591036061	
1878827	CMZ16GX3M2A1600C10B	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR 3 1600Mhz 16GB Kit 2x8GB	CORSAIR DDR3 1600MHz 16GB Kit 2x8GB 240 Dimm Unbuffered 10-10-10-27 with Vengeance Blue Heat Spreader - Core i7 Core i5 1.5V blauw	691,00	0	09-09-16	0843591036054	
1878828	CMZ8GX3M1A1600C10B	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR 3 1600Mhz 8GB	CORSAIR DDR3 1600MHz 8GB 1x240 Dimm Unbuffered 10-10-10-27 with Vengeance Blue Heat Spreader - Core i7 Core i5 and Core 2 1.5V	345,70	0	09-09-16	0843591036030	
1879263	CC-9011023-WW	Corsair	Chassis - Mini Tower	CORSAIR Carbide Series 200R Case Black	CORSAIR Corsair Carbide Series 200R Case Black 2x 120mm Fan USB 3,0 Toolfree SSD HDD ODD Instalation 4x3,5 and 2x 5,25"	559,20	24	01-11-16	0843591033251	
1882022	CMP16GX3M2A1600C11	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3 16GB kit 2x8GB 1600Mhz	CORSAIR DDR3 1600MHz 16GB Kit 2 x 8GB DIMM Unbuffered 11-11-11-30 DOMINATOR 1.5V	1577,00	0	09-09-16	0843591036559	
1882026	CMSO4GX3M1A1600C11	Corsair	Memory - Notebook - DDR3-1600	CORSAIR DDR3 1x4GB 1600Mhz Sodimm	CORSAIR DDR3 1600MHZ 4GB 1x204 SODIMM Unbuffered	174,20	0	05-09-16	0843591032964	
1882027	CMSO8GX3M2A1600C11	Corsair	Memory - Notebook - DDR3-1600	CORSAIR DDR3 8GB Kit 2x4GB  1600Mhz Sodi	CORSAIR DDR3 1600MHZ 8GB Kit 2x4GB 204 SODIMM Unbuffered	348,60	0	09-09-16	0843591032988	
1882028	CMZ16GX3M2A1600C9G	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3 16GB kit 2x8GB 1600Mhz	CORSAIR DDR3 1600MHz 16GB 2x240 Dimm Unbuffered 9-9-9-24 Vengeance Green Heatspreader Dual Channel 1.5V	707,30	0	09-09-16	0843591036047	
1885858	CW-9060010-WW	Corsair	Chassis - Options - Cooling	CORSAIR Cooling Hydro Series H55	CORSAIR Cooling Hydro Series H55 CPU Cooler LGA1155/1156 LGA1366 LGA2011 AM2 AM3 FM1 compatible	653,95	8	21-09-16	0843591034470	
1885863	CML16GX3M2A1600C9	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3 16GB kit 2x8GB 1600Mhz Veng	CORSAIR DDR3 1600MHz 16GB 2x240 Dimm Unbuffered 9-9-9-24 Vengeance Low Profile Heatspreader Core i7 Core i5 Dual Channel 1.5V	707,30	0	12-09-16	0843591036733	
1885864	CML8GX3M1A1600C9	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3 1x8GB 1600Mhz 1600Mhz Veng	CORSAIR DDR3 1600MHz 8GB 1x240 Dimm Unbuffered 9-9-9-24 Vengeance Low Profile Heatspreader Core i7 Core i5 - Dual Channel support 1.	353,80	0	09-09-16	0843591036740	
1885866	CP-9020037-EU	Corsair	Chassis - Options - Powersupply	CORSAIR Prof Platinum AX860i Powersupply	CORSAIR Professional Platinum AX860i Series with CORSAIR Link 860W ATX EPS12V Fully Modualr PSU EU Version	2021,51	0	22-09-16	0843591018692	
1885867	CP-9020044-EU	Corsair	Chassis - Options - Powersupply	CORSAIR Professional Platinum 860Watt	CORSAIR Professional Platinum Series 860W ATX EPS12V Fully Modular PSU EU Version	1762,42	15	15-11-16	0843591020664	
1885868	CP-9020045-EU	Corsair	Chassis - Options - Powersupply	CORSAIR Professional Platinum 760Watt	CORSAIR Professional Platinum Series 760W ATX EPS12V Fully Modular PSU EU Version	1591,41	17	29-09-16	0843591020749	
1886179	CW-9060007-WW	Corsair	Chassis - Options - Cooling	CORSAIR Corsair Cooling Hydro Series H60	CORSAIR Corsair Cooling Hydro Series H60 High-performance CPU Cooler LGA1155/1156 /1366 /2011 AM2/AM2+ AM3/AM3+ FM1 compatible	740,62	2	06-09-16	0843591025096	
1910837	CP-9020058-EU	Corsair	Chassis - Options - Powersupply	CORSAIR Builder Series CX 430 Watt PSU	CORSAIR Builder Series CX 430M Watt Modular Power Supply EU Version	477,13	4	10-11-16	0843591030489	
1910840	CP-9020061-EU	Corsair	Chassis - Options - Powersupply	CORSAIR Builder Series CX 750 Watt PSU	CORSAIR Builder Series CX 750M Watt Modular Power Supply EU Version	878,07	119	15-11-16	0843591030724	
1918585	CML32GX3M4A1866C10	Corsair	Memory - Desktop - DDR3-1800	CORSAIR DDR3 1866Mhx 32GB kit 4x8GB	CORSAIR DDR3 1866MHz 32GB Kit 4x 8GB 240 Dimm Unbuffered 10-11-10-30 Vengeance Black Low Profile Heatspreader - Dual Channel 1.5V	1436,00	0	09-09-16	0843591039215	
1918586	CML16GX3M2A1866C10	Corsair	Memory - Desktop - DDR3-1800	CORSAIR DDR3 1866Mhx 16GB kit 2x8GB	CORSAIR DDR3 1866MHz 16GB Kit 2x 8GB 240 Dimm Unbuffered 10-11-10-30 Vengeance Black Low Profile Heatspreader  - Dual Channel 1.5V	718,10	0	09-09-16	0843591039208	
1919085	CC-9011022-WW	Corsair	Chassis - Maxi Tower	CORSAIR Obsidian Series 900D  Case	CORSAIR Corsair Obsidian Series 900D Super Tower Case, with Full Windowed Side Panel	3320,00	17	15-11-16	0843591033244	
1929625	CW-9060013-WW	Corsair	Chassis - Options - Cooling	CORSAIR Water Cooling Hydro Series H90	CORSAIR Water Cooling Hydro Series H90 140mm Radiator	892,94	4	08-09-16	0843591037426	
1929626	CW-9060014-WW	Corsair	Chassis - Options - Cooling	CORSAIR Water Cooling Hydro Series H110	CORSAIR Water Cooling Hydro Series H110 280mm Radiator	1093,74	10	07-09-16	0843591037419	
1946021	CC-9011028-WW	Corsair	Chassis - Midi Tower	CORSAIR Obsidian 350D Micro ATX Case	CORSAIR Obsidian Series 350D Micro ATX Case	925,18	0	12-09-16	0843591039680	
1946022	CC-9011029-WW	Corsair	Chassis - Midi Tower	CORSAIR Obsidian 350D Windowed Micro ATX	CORSAIR Obsidian Series 350D Windowed Micro ATX Case	1051,80	19	18-10-16	0843591039697	
1966104	CO-9050012-WW	Corsair	Chassis - Options - FAN	CORSAIR Fan SP120 PWM Low Noise High Fan	CORSAIR Fan SP120 PWM Low Noise High Pressure Fan 120mm x 25mm 4 pin Dual Pack	302,52	0	13-09-16	0843591037631	
1966105	CO-9050014-WW	Corsair	Chassis - Options - FAN	CORSAIR Fan SP120 PWM High Pressure Fan	CORSAIR Fan SP120 PWM High Pressure Fan 120mm x 25mm 4 pin Dual Pack	302,54	0	07-09-16	0843591037655	
1978079	CMY8GX3M2B2133C9	Corsair	Memory - Desktop - DDR3-2133	CORSAIR DDR3  8GB 2133MHzVeng. Pro Black	CORSAIR DIMM DDR3  8GB 2133MHz 2x240 Dimm Unbuffered 9-11-11-31 Vengeance Pro Black  Heatspreader  XMP 13 165V	522,30	0	09-09-16	0843591042048	
1978100	CMY8GX3M2B2133C9R	Corsair	Memory - Desktop - DDR3-2133	CORSAIR DDR3  8GB 2133MHzVeng. Pro Red	CORSAIR DIMM DDR3  8GB 2133MHz 2x240 Dimm Unbuffered 9-11-11-31 Vengeance Pro Red  Heatspreader  XMP 13 165V	522,30	0	12-09-16	0843591042055	
1978104	CMY8GX3M2A1866C9	Corsair	Memory - Desktop - DDR3-1800	CORSAIR DDR3  8GB 1866MHzVeng. Pro Black	CORSAIR DIMM DDR3  8GB 1866MHz 2x240 Dimm Unbuffered 9-10-9-27 Vengeance Pro Black  Heatspreader  XMP 13 15V	435,70	0	09-09-16	0843591041980	
1978105	CMY8GX3M2A1866C9B	Corsair	Memory - Desktop - DDR3-1800	CORSAIR DDR3  8GB 1866MHzVeng. Pro Blue	CORSAIR DIMM DDR3  8GB 1866MHz 2x240 Dimm Unbuffered 9-10-9-27 Vengeance Pro Blue  Heatspreader  XMP 13 15V	435,70	0	09-09-16	0843591041997	
1978107	CMY16GX3M2A1600C9	Corsair	Memory - Desktop - DDR3-1800	CORSAIR DDR3 16GB 1600MHzVeng. Pro Black	CORSAIR DIMM DDR3 16GB 1600MHz 2x240 Dimm Unbuffered 9-9-9-24 Vengeance Pro Black  Heatspreader  XMP 13 15V	718,10	0	09-09-16	0843591041881	
1978108	CMY16GX3M2A1600C9B	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3 16GB 1600MHzVeng. Pro Blue	CORSAIR DIMM DDR3 16GB 1600MHz 2x240 Dimm Unbuffered 9-9-9-24 Vengeance Pro Blue  Heatspreader  XMP 13 15V	718,10	0	09-09-16	0843591041898	
1978110	CMY16GX3M2A1600C9R	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3 16GB 1600MHzVeng. Pro Red	CORSAIR DIMM DDR3 16GB 1600MHz 2x240 Dimm Unbuffered 9-9-9-24 Vengeance Pro Red  Heatspreader  XMP 13 15V	718,10	0	09-09-16	0843591041904	
1978111	CMY8GX3M2A1600C9	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3  8GB 1600MHzVeng. Pro Black	CORSAIR DIMM DDR3  8GB 1600MHz 2x240 Dimm Unbuffered 9-9-9-24 Vengeance Pro Black  Heatspreader  XMP 13 15V	402,70	0	09-09-16	0843591041959	
1978113	CMY8GX3M2A1600C9B	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3  8GB 1600MHzVeng. Pro Blue	CORSAIR DIMM DDR3  8GB 1600MHz 2x240 Dimm Unbuffered 9-9-9-24 Vengeance Pro Blue  Heatspreader  XMP 13 15V	402,70	0	09-09-16	0843591041966	
1978114	CMY8GX3M2A1600C9R	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3  8GB 1600MHzVeng. Pro Red	CORSAIR DIMM DDR3  8GB 1600MHz 2x240 Dimm Unbuffered 9-9-9-24 Vengeance Pro Red  Heatspreader  XMP 13 15V	402,70	0	09-09-16	0843591041973	
1987039	CC-9011030-WW	Corsair	Chassis - Mini Tower	CORSAIR Carbide Series Air 540 Mid Tower	CORSAIR Carbide Series Air 540 Mid Tower Case, Black	1301,68	0	18-10-16	0843591039765	
1988620	CO-9050011-WW	Corsair	Chassis - Options - FAN	Corsair Fan SP120 LowN HighPress 4pin 1P	CORSAIR Fan SP120 Low Noise High Pressure Fan - 120mm x 25mm PWM - 4 pin Single Pack	165,61	2	22-09-16	0843591037624	
1988621	CO-9050013-WW	Corsair	Chassis - Options - FAN	Corsair Fan SP120 High Pressure 4pin 1P	CORSAIR Fan SP120 High Pressure Fan, 120mm x 25mm PWM - 4 pin Single Pack	165,61	0	31-08-16	0843591037648	
2001801	CMFSL3B-64GB	Corsair	Memory - USB	CORSAIR USB3.0 64GB Sturdy capless	CORSAIR USB3.0 64GB Sturdy capless	194,82	7	06-09-16	0843591040556	
2005453	CH-9000040-ND	Corsair	Keyboard/Mouse - Keyboard - Corded	CORSAIR Vengeance K65 Performance Ten-Ke	CORSAIR Vengeance K65 Performance Ten-Keyless Gaming Keyboard (Nordic)	708,84	1	31-08-16	0843591038768	
2005570	CMSO16GX3M2C1600C11	Corsair	Memory - Notebook - DDR3-1600	CORSAIR DDR3L 1600MHZ 16GB 2x204 SODIMM	CORSAIR DDR3L 1600MHZ 16GB 2x204 SODIMM Unbuffered	658,60	0	06-09-16	0843591044943	
2005571	CMSO4GX3M1C1600C11	Corsair	Memory - Notebook - DDR3-1600	CORSAIR DDR3L 1600MHZ 4GB 1x204 SODIMM	CORSAIR DDR3L 1600MHZ 4GB 1x204 SODIMM Unbuffered	174,20	8	01-09-16	0843591044950	
2005572	CMSO8GX3M1C1600C11	Corsair	Memory - Notebook - DDR3-1600	CORSAIR 8GB DDR3L 1600Mhz 1x204 SODimm	CORSAIR 8GB DDR3L 1600MHZ 1x204 SODIMM Unbuffered 1,35V	329,51	10	05-09-16	0843591044967	
2005573	CMSO8GX3M2C1600C11	Corsair	Memory - Notebook - DDR3-1600	CORSAIR DDR3L 1600MHZ 8GB 2x204 SODIMM	CORSAIR DDR3L 1600MHZ 8GB 2x204 SODIMM Unbuffered	348,60	0	12-09-16	0843591044974	
2014415	CA-9011122-EU	Corsair	Headsets - PC - Gaming	CORSAIR Raptor HS40 Gaming Headset	CORSAIR Raptor HS40 Gaming Headset Europe Version	442,72	5	06-09-16	0843591043632	
2014430	CO-9050016-BLED	Corsair	Chassis - Options - FAN	CORSAIR LED Fan AF120-LED Blue Dual Pack	CORSAIR LED Fan AF120-LED Blue Dual Pack	199,21	0	06-09-16	0843591043847	
2014431	CO-9050016-RLED	Corsair	Chassis - Options - FAN	CORSAIR LED Fan AF120-LED Red Dual Pack	CORSAIR LED Fan AF120-LED Red Dual Pack	199,21	12	13-09-16	0843591043861	
2014433	CO-9050017-BLED	Corsair	Chassis - Options - FAN	CORSAIR LED Fan AF140-LED Blue Single	CORSAIR LED Fan AF140-LED Blue Single Pack	134,58	0	01-09-16	0843591043885	
2014435	CO-9050017-PLED	Corsair	Chassis - Options - FAN	CORSAIR LED Fan AF140-LED Purple Singl	CORSAIR LED Fan AF140-LED Purple Single Pack	134,58	0	06-09-16	0843591043892	
2014437	CO-9050017-RLED	Corsair	Chassis - Options - FAN	CORSAIR LED Fan AF140-LED Red Single	CORSAIR LED Fan AF140-LED Red Single Pack	134,57	3	31-08-16	0843591043908	
2024425	CMFMINI3-16GB	Corsair	Memory - USB	CORSAIR USB 3.0 16GB Voyager Mini3	CORSAIR USB 3.0 16GB Voyager Mini3 Key-Ring Size	97,42	0	09-09-16	0843591039307	
2024429	CMFMINI3-32GB	Corsair	Memory - USB	CORSAIR USB 3.0 32GB Voyager Mini3	CORSAIR USB 3.0 32GB Voyager Mini3 Key-Ring Size	119,12	11	06-09-16	0843591039314	
2024433	CMFMINI3-64GB	Corsair	Memory - USB	CORSAIR USB 3.0 64GB Voyager Mini3	CORSAIR USB 3.0 64GB Voyager Mini3 Key-Ring Size	216,42	8	06-09-16	0843591039321	
2032498	CW-9060015-WW	Corsair	Chassis - Options - Cooling	CORSAIR Water Cooling Hydro Series H75	CORSAIR Water Cooling Hydro Series H75 2x120mm fans	788,37	3	31-08-16	0843591045834	
2051095	CC-9011035-WW	Corsair	Chassis - Maxi Tower	CORSAIR Obsidian Series 750D Full Tower	CORSAIR Obsidian Series 750D Full Tower Case	1298,60	0	18-10-16	0843591043786	
2051097	CC-9011036-WW	Corsair	Chassis - Midi Tower	CORSAIR Graphite Series 230T with Red	CORSAIR Graphite Series 230T with Red LED	658,60	28	15-11-16	0843591043731	
2052285	CP-9020076-EU	Corsair	Chassis - Options - Powersupply	CORSAIR PSU CS Series  550W 80+ Gold Mod	CORSAIR PSU RM Series  550Watt - 80 PLUS Gold - Flat black Low-Profile Modular Cables - Power Supply ATX EU Version	771,40	16	15-11-16	0843591041515	
2052286	CP-9020077-EU	Corsair	Chassis - Options - Powersupply	CORSAIR PSU CS Series  650W 80+ Gold Mod	CORSAIR CS Series Modular CS650M - 650 Watt 80 PLUS Gold Certified PSU	858,28	9	15-11-16	0843591041430	
2052287	CP-9020078-EU	Corsair	Chassis - Options - Powersupply	CORSAIR PSU CS750M 750W 80+ Gold Mod	CORSAIR PSU CS750M 750Watt 80 PLUS Gold Flat black Low-Profile Modular Cables Power Supply ATX EU Version	1029,09	0	13-09-16	0843591041355	
2065508	CC-9011042-WW	Corsair	Chassis - Midi Tower	CORSAIR Graphite Series 230T Black	CORSAIR Graphite Series 230T Black with Red LED	747,90	18	15-11-16	0843591045049	
2065510	CW-9060016-WW	Corsair	Chassis - Options - Cooling	CORSAIR Water Cooling Hydro Series H105	CORSAIR Water Cooling Hydro Series H105	1169,73	1	06-09-16	0843591046121	
2066621	CMFPLA32GB	Corsair	Memory - USB	CORSAIR USB2.0 Flash Padlock 2 32GB	CORSAIR USB2.0 Flash Padlock 2 32GB	446,62	9	06-09-16	0843591046497	
2066622	CMFVY3A-128GB	Corsair	Memory - USB	CORSAIR Voyager 3.0 128GB USB3.0	CORSAIR Voyager 3.0 128GB USB3.0 190/60MBs	422,02	0	06-09-16	0843591047289	
2066623	CMFVY3A-16GB	Corsair	Memory - USB	CORSAIR Voyager 3.0 16GB USB3.0	CORSAIR Voyager 3.0 16GB USB3.0 200/25MBs	108,62	21	06-09-16	0843591047296	
2066624	CMFVY3A-32GB	Corsair	Memory - USB	CORSAIR Voyager 3.0 32GB USB3.0	CORSAIR Voyager 3.0 32GB USB3.0 200/40MBs	151,52	14	06-09-16	0843591047302	
2066625	CMFVY3A-64GB	Corsair	Memory - USB	CORSAIR Voyager 3.0 64GB USB3.0	CORSAIR Voyager 3.0 64GB USB3.0 190/55MBs	248,92	0	06-09-16	0843591047319	
2067408	CMFVG-32GB-EU	Corsair	Memory - USB	CORSAIR Voyager GO 32GB USB3.0 micro USB	CORSAIR Voyager GO 32GB USB3.0 micro USB	135,32	11	13-09-16	0843591047869	
2067409	CMFVG-64GB-EU	Corsair	Memory - USB	CORSAIR Voyager GO 64GB USB3.0 micro USB	CORSAIR Voyager GO 64GB USB3.0 micro USB	216,42	0	09-09-16	0843591047852	
2072716	CC-9011034-WLED	Corsair	Chassis - Mini Tower	CORSAIR BOITIER CORSAIR CARBIDE	CORSAIR BOITIER CORSAIR CARBIDE AIR 540 Argent avec LED blanche	1391,90	7	31-08-16	0843591043472	
2072717	CC-9011038-WW	Corsair	Chassis - Midi Tower	CORSAIR BOITIER Graphite Series	CORSAIR BOITIER Graphite SeriesT 230T Tower Case Orange on Black with ORANGE LED fans	752,85	5	15-11-16	0843591043755	
2072719	CC-9011041-WW	Corsair	Chassis - Mini Tower	CORSAIR BOITIER CORSAIR Carbide	CORSAIR BOITIER CORSAIR Carbide 200R Window	584,58	27	21-12-16	0843591045056	
2072720	CC-9011048-WW	Corsair	Chassis - Mini Tower	CORSAIR BOITIER CORSAIR CARBIDE	CORSAIR BOITIER CORSAIR CARBIDE AIR 540 Blanc	1419,56	18	18-10-16	0843591046503	
2072808	CMY16GX3M2A2133C11R	Corsair	Memory - Desktop - DDR3-2133	CORSAIR MEMOIRE DDR3  2133MHz 1	CORSAIR MEMOIRE DDR3  2133MHz 16GB 2x240 Dimm  Unbuffered  11-11-11-27 Vengeance Pro Red Heatspreader	979,40	0	09-09-16	0843591042208	
2072821	CO-9050015-BLED	Corsair	Chassis - Options - FAN	CORSAIR Corsair LED Fan AF120-L	CORSAIR Corsair LED Fan AF120-LED, Blue Single Pack	109,96	0	02-09-16	0843591043809	
2072822	CO-9050015-PLED	Corsair	Chassis - Options - FAN	CORSAIR Corsair LED Fan AF120-L	CORSAIR Corsair LED Fan AF120-LED, Purple Single Pack	109,96	0	01-09-16	0843591043816	
2072823	CO-9050015-RLED	Corsair	Chassis - Options - FAN	CORSAIR Corsair LED Fan AF120-L	CORSAIR Corsair LED Fan AF120-LED, Red, Single Pack	109,96	10	06-09-16	0843591043823	
2072824	CO-9050015-WLED	Corsair	Chassis - Options - FAN	CORSAIR Corsair LED Fan AF120-L	CORSAIR Corsair LED Fan AF120-LED, White Single Pack	109,96	6	13-09-16	0843591043830	
2072825	CO-9050016-PLED	Corsair	Chassis - Options - FAN	CORSAIR Corsair LED Fan AF120-L	CORSAIR Corsair LED Fan AF120-LED  Purple  Dual Pack	199,22	4	07-09-16	0843591043854	
2072826	CO-9050016-WLED	Corsair	Chassis - Options - FAN	CORSAIR Corsair LED Fan AF120-L	CORSAIR Corsair LED Fan AF120-LED  White Dual Pack	199,22	0	07-09-16	0843591043878	
2072827	CO-9050017-WLED	Corsair	Chassis - Options - FAN	CORSAIR Corsair LED Fan AF140-L	CORSAIR Corsair LED Fan AF140-LED  White Single Pack	134,58	0	01-09-16	0843591043915	
